,Payment_system_provider,Payment_number,date_time,Gross_amount,Net_amount,VAT_amount,Store_name,Status,POS,Quantity,Payment_method,Staff_member,Discount,Membership_number,Payment_Confirmation_Code,Currency,Gateway_Fee,Card_Type,Customer_Segment,Card_ID,Location,Loyalty_Points,Refund_Eligibility,Week_day
8701,WorldPay,PMT1189,09/09/2024 21:02,25.99,21.66,4.33,Next,Completed,POS2,1,Cash,Staff2,0,MEM00000,CONF39714,GBP,0.43,MasterCard,New Customer,N/A,London,0,Eligible,1
8702,Shopify,PMT3218,09/09/2024 21:09,143.98,119.98,24,Next,Completed,POS1,4,Cash,Staff3,0,MEM00000,CONF85596,GBP,3.81,MasterCard,Returning Customer,N/A,London,0,Eligible,1
8703,WorldPay,PMT7955,09/09/2024 21:18,217.99,181.66,36.33,Next,Completed,POS3,3,Cash,Staff4,0,MEM00000,CONF66503,GBP,4.03,Discover,New Customer,N/A,London,0,Eligible,1
8704,Braintree,PMT4376,09/09/2024 21:27,95,79.17,15.83,Next,Completed,POS1,2,Cash,Staff3,0,MEM00000,CONF57034,GBP,2,MasterCard,Returning Customer,N/A,London,0,Eligible,1
8705,Shopify,PMT3571,09/09/2024 21:37,45.99,38.33,7.66,Next,Completed,POS1,1,Credit Card,Staff1,0,MEM49673,CONF66140,GBP,0.52,MasterCard,Member,CARD3740,London,3,Eligible,1
8706,WorldPay,PMT4533,09/09/2024 21:46,22.49,18.74,3.75,Next,Completed,POS1,1,Cash,Staff3,0,MEM00000,CONF89163,GBP,0.58,Visa,New Customer,N/A,London,0,Eligible,1
8707,WorldPay,PMT2112,09/09/2024 21:54,30.99,25.82,5.17,Next,Completed,POS2,1,Cash,Staff4,10,MEM37960,CONF61362,GBP,0.74,MasterCard,Member,N/A,London,2,Eligible,1
8708,WorldPay,PMT9276,09/09/2024 22:00,94.47,78.73,15.74,Next,Cancelled,POS1,4,Credit Card,Staff1,0,MEM74860,CONF62376,GBP,2.3,Discover,Member,CARD7071,London,7,Eligible,1
8709,Braintree,PMT6906,09/09/2024 22:06,188.48,157.07,31.41,Next,Completed,POS2,3,Cash,Staff4,0,MEM00000,CONF68742,GBP,2.2,Visa,New Customer,N/A,London,0,Eligible,1
8710,Shopify,PMT6618,09/09/2024 22:15,156.98,130.82,26.16,Next,Completed,POS1,4,Cash,Staff1,0,MEM00000,CONF27402,GBP,1.67,Amex,Returning Customer,N/A,London,0,Eligible,1
8711,WorldPay,PMT4876,09/09/2024 22:22,60,50,10,Next,Cancelled,POS1,1,Credit Card,Staff1,0,MEM00000,CONF56896,GBP,1.76,Discover,New Customer,CARD1177,London,0,Eligible,1
8712,WorldPay,PMT2673,09/09/2024 22:30,95,79.17,15.83,Next,Completed,POS2,2,Credit Card,Staff3,0,MEM00000,CONF49562,GBP,2.4,Discover,New Customer,CARD3919,London,0,Eligible,1
8713,Braintree,PMT7731,09/09/2024 22:38,390,325,65,Next,Completed,POS2,4,Credit Card,Staff3,0,MEM47242,CONF82498,GBP,4.36,Discover,Member,CARD1496,London,32,Eligible,1
8714,WorldPay,PMT3691,09/09/2024 22:43,186.98,155.82,31.16,Next,Completed,POS3,3,Online,Staff1,0,MEM31621,CONF24623,GBP,4.8,Visa,Member,N/A,London,15,Eligible,1
8715,Braintree,PMT2606,09/09/2024 22:52,115,95.83,19.17,Next,Completed,POS1,2,Online,Staff4,15,MEM12473,CONF13390,GBP,3.02,Discover,Member,N/A,London,9,Eligible,1
8716,Shopify,PMT3082,09/09/2024 22:58,251.98,209.98,42,Next,Completed,POS3,4,Credit Card,Staff3,0,MEM00000,CONF14941,GBP,5.94,Visa,New Customer,CARD1437,London,0,Eligible,1
8717,Shopify,PMT5734,10/09/2024 09:00,168.98,140.82,28.16,Next,Completed,POS2,4,Cash,Staff2,0,MEM00000,CONF22044,GBP,4.66,Amex,New Customer,N/A,London,0,Eligible,2
8718,WorldPay,PMT8773,10/09/2024 09:18,275.99,229.99,46,Next,Completed,POS1,3,Cash,Staff3,0,MEM00000,CONF96626,GBP,3.01,Discover,New Customer,N/A,London,0,Eligible,2
8719,Braintree,PMT5480,10/09/2024 09:46,82.49,68.74,13.75,Next,Completed,POS3,2,Cash,Staff3,0,MEM00000,CONF55777,GBP,2.36,MasterCard,Returning Customer,N/A,London,0,Eligible,2
8720,Braintree,PMT8713,10/09/2024 10:03,143.48,119.57,23.91,Next,Completed,POS2,4,Credit Card,Staff1,0,MEM00000,CONF89585,GBP,1.56,MasterCard,New Customer,CARD5649,London,0,Eligible,2
8721,Shopify,PMT8971,10/09/2024 10:25,197.98,164.98,33,Next,Completed,POS2,3,Credit Card,Staff3,0,MEM00000,CONF70982,GBP,3.64,MasterCard,New Customer,CARD5175,London,0,Eligible,2
8722,Shopify,PMT7514,10/09/2024 10:40,175.99,146.66,29.33,Next,Completed,POS1,2,Cash,Staff1,15,MEM99974,CONF33752,GBP,3.43,Visa,Member,N/A,London,14,Eligible,2
8723,Braintree,PMT6783,10/09/2024 11:07,200,166.67,33.33,Next,Completed,POS2,3,Online,Staff1,0,MEM00000,CONF14071,GBP,3.27,Visa,New Customer,N/A,London,0,Eligible,2
8724,Braintree,PMT7926,10/09/2024 11:25,55,45.83,9.17,Next,Completed,POS1,1,Cash,Staff1,0,MEM00000,CONF67352,GBP,0.66,MasterCard,New Customer,N/A,London,0,Eligible,2
8725,Shopify,PMT6598,10/09/2024 11:44,42.99,35.83,7.16,Next,Completed,POS3,1,Cash,Staff2,5,MEM11317,CONF79645,GBP,1.23,Amex,Member,N/A,London,3,Eligible,2
8726,WorldPay,PMT6519,10/09/2024 12:11,75,62.5,12.5,Next,Completed,POS3,1,Credit Card,Staff1,0,MEM00000,CONF21556,GBP,0.95,Discover,New Customer,CARD8473,London,0,Eligible,2
8727,Shopify,PMT8479,10/09/2024 12:21,75,62.5,12.5,Next,Completed,POS1,1,Cash,Staff3,0,MEM00000,CONF32635,GBP,1.99,MasterCard,Returning Customer,N/A,London,0,Eligible,2
8728,Braintree,PMT3152,10/09/2024 12:34,150,125,25,Next,Completed,POS2,1,Credit Card,Staff2,0,MEM00000,CONF82162,GBP,4.25,Visa,New Customer,CARD2811,London,0,Eligible,2
8729,WorldPay,PMT5340,10/09/2024 12:44,233.97,194.97,39,Next,Completed,POS3,4,Debit Card,Staff2,0,MEM00000,CONF74444,GBP,2.59,Visa,New Customer,CARD6041,London,0,Eligible,2
8730,WorldPay,PMT2171,10/09/2024 12:57,315,262.5,52.5,Next,Completed,POS3,4,Credit Card,Staff2,0,MEM00000,CONF52154,GBP,5.76,Discover,New Customer,CARD9138,London,0,Eligible,2
8731,WorldPay,PMT2993,10/09/2024 13:12,70.99,59.16,11.83,Next,Completed,POS1,2,Cash,Staff4,10,MEM77636,CONF87402,GBP,2.12,MasterCard,Member,N/A,London,5,Eligible,2
8732,Shopify,PMT6887,10/09/2024 13:25,300,250,50,Next,Completed,POS2,3,Debit Card,Staff3,0,MEM54043,CONF37069,GBP,3.7,Discover,Member,CARD2243,London,25,Eligible,2
8733,Shopify,PMT1726,10/09/2024 13:38,210,175,35,Next,Cancelled,POS2,2,Cash,Staff1,0,MEM00000,CONF69353,GBP,2.44,Discover,New Customer,N/A,London,0,Eligible,2
8734,Braintree,PMT9456,10/09/2024 13:52,183.48,152.9,30.58,Next,Completed,POS3,4,Cash,Staff3,0,MEM00000,CONF72514,GBP,4.21,Visa,Returning Customer,N/A,London,0,Eligible,2
8735,Shopify,PMT2755,10/09/2024 14:03,210.99,175.83,35.16,Next,Completed,POS1,3,Debit Card,Staff2,0,MEM00000,CONF62948,GBP,5.02,Amex,New Customer,CARD6474,London,0,Eligible,2
8736,Braintree,PMT6972,10/09/2024 14:17,25.99,21.66,4.33,Next,Completed,POS1,1,Cash,Staff4,10,MEM13045,CONF84900,GBP,0.46,Visa,Member,N/A,London,2,Eligible,2
8737,WorldPay,PMT7551,10/09/2024 14:27,75,62.5,12.5,Next,Completed,POS3,1,Cash,Staff2,0,MEM00000,CONF50576,GBP,2.07,Amex,Returning Customer,N/A,London,0,Eligible,2
8738,Braintree,PMT1113,10/09/2024 14:40,215,179.17,35.83,Next,Completed,POS2,3,Online,Staff4,0,MEM00000,CONF67728,GBP,3.55,Visa,New Customer,N/A,London,0,Eligible,2
8739,Braintree,PMT1946,10/09/2024 14:50,135.99,113.33,22.66,Next,Completed,POS1,2,Debit Card,Staff3,0,MEM00000,CONF87446,GBP,1.45,Amex,New Customer,CARD9377,London,0,Eligible,2
8740,Shopify,PMT6748,10/09/2024 15:00,275.98,229.98,46,Next,Completed,POS3,4,Credit Card,Staff1,0,MEM00000,CONF82624,GBP,3.31,Amex,New Customer,CARD6104,London,0,Eligible,2
8741,Shopify,PMT4038,10/09/2024 15:11,205.98,171.65,34.33,Next,Completed,POS1,3,Credit Card,Staff3,5,MEM49296,CONF33295,GBP,5.69,Visa,Member,CARD7882,London,17,Eligible,2
8742,WorldPay,PMT1713,10/09/2024 15:22,176.97,147.47,29.5,Next,Completed,POS1,3,Credit Card,Staff2,5,MEM84053,CONF59481,GBP,3.68,MasterCard,Member,CARD8313,London,14,Eligible,2
8743,Shopify,PMT2204,10/09/2024 15:33,345,287.5,57.5,Next,Completed,POS1,4,Credit Card,Staff3,0,MEM00000,CONF53266,GBP,5.96,Visa,New Customer,CARD9270,London,0,Eligible,2
8744,Braintree,PMT5183,10/09/2024 15:48,40,33.33,6.67,Next,Completed,POS2,2,Cash,Staff2,5,MEM32399,CONF43314,GBP,0.76,Discover,Member,N/A,London,3,Eligible,2
8745,WorldPay,PMT2186,10/09/2024 16:01,75.99,63.32,12.67,Next,Completed,POS1,2,Cash,Staff2,0,MEM00000,CONF45526,GBP,2.2,Discover,Returning Customer,N/A,London,0,Eligible,2
8746,Braintree,PMT4566,10/09/2024 16:11,100.99,84.16,16.83,Next,Cancelled,POS3,2,Cash,Staff4,15,MEM28823,CONF47282,GBP,2.42,Amex,Member,N/A,London,8,Eligible,2
8747,Braintree,PMT7635,10/09/2024 16:22,148.98,124.15,24.83,Next,Cancelled,POS3,3,Cash,Staff3,0,MEM00000,CONF79583,GBP,2.22,MasterCard,Returning Customer,N/A,London,0,Eligible,2
8748,Shopify,PMT5410,10/09/2024 16:32,62.99,52.49,10.5,Next,Cancelled,POS2,2,Cash,Staff2,0,MEM00000,CONF78949,GBP,1.34,MasterCard,New Customer,N/A,London,0,Eligible,2
8749,Shopify,PMT7884,10/09/2024 16:42,191.98,159.98,32,Next,Completed,POS1,3,Credit Card,Staff2,5,MEM47732,CONF63203,GBP,4.62,MasterCard,Member,CARD8033,London,15,Eligible,2
8750,WorldPay,PMT8568,10/09/2024 16:56,380.99,317.49,63.5,Next,Completed,POS2,4,Cash,Staff1,0,MEM00000,CONF93630,GBP,5.72,MasterCard,New Customer,N/A,London,0,Eligible,2
8751,Braintree,PMT5037,10/09/2024 17:07,45.99,38.33,7.66,Next,Completed,POS1,1,Online,Staff4,0,MEM00000,CONF34116,GBP,0.93,MasterCard,Returning Customer,N/A,London,0,Eligible,2
8752,Braintree,PMT4571,10/09/2024 17:15,80,66.67,13.33,Next,Completed,POS2,2,Cash,Staff4,0,MEM00000,CONF39615,GBP,1.89,Amex,Returning Customer,N/A,London,0,Eligible,2
8753,WorldPay,PMT7506,10/09/2024 17:25,171.98,143.32,28.66,Next,Completed,POS2,3,Cash,Staff4,0,MEM49893,CONF83238,GBP,2.03,Visa,Member,N/A,London,14,Eligible,2
8754,WorldPay,PMT9964,10/09/2024 17:31,233.48,194.57,38.91,Next,Completed,POS2,4,Credit Card,Staff1,0,MEM00000,CONF97189,GBP,4.78,Discover,New Customer,CARD6968,London,0,Eligible,2
8755,Shopify,PMT8789,10/09/2024 17:41,141.97,118.31,23.66,Next,Completed,POS2,3,Cash,Staff1,0,MEM34300,CONF75757,GBP,2.27,MasterCard,Member,N/A,London,11,Eligible,2
8756,Shopify,PMT9974,10/09/2024 17:46,130,108.33,21.67,Next,Completed,POS3,1,Online,Staff1,0,MEM00000,CONF16823,GBP,3.11,MasterCard,Returning Customer,N/A,London,0,Eligible,2
8757,WorldPay,PMT8433,10/09/2024 17:56,42.99,35.83,7.16,Next,Completed,POS3,1,Debit Card,Staff2,0,MEM00000,CONF85653,GBP,0.82,Discover,New Customer,CARD5455,London,0,Eligible,2
8758,Braintree,PMT9735,10/09/2024 18:05,166.98,139.15,27.83,Next,Completed,POS1,4,Cash,Staff1,0,MEM00000,CONF88588,GBP,2.36,Amex,New Customer,N/A,London,0,Eligible,2
8759,WorldPay,PMT3467,10/09/2024 18:10,256.98,214.15,42.83,Next,Completed,POS1,4,Cash,Staff2,0,MEM00000,CONF69377,GBP,2.96,Discover,Returning Customer,N/A,London,0,Eligible,2
8760,WorldPay,PMT4915,10/09/2024 18:19,120,100,20,Next,Completed,POS2,1,Online,Staff2,0,MEM00000,CONF30784,GBP,1.56,Discover,Returning Customer,N/A,London,0,Eligible,2
8761,Shopify,PMT4627,10/09/2024 18:25,166.97,139.14,27.83,Next,Completed,POS3,4,Cash,Staff1,10,MEM98537,CONF41408,GBP,2.98,MasterCard,Member,N/A,London,13,Eligible,2
8762,Shopify,PMT7099,10/09/2024 18:30,400,333.33,66.67,Next,Completed,POS1,4,Cash,Staff3,5,MEM22228,CONF67383,GBP,6,Discover,Member,N/A,London,33,Eligible,2
8763,WorldPay,PMT7502,10/09/2024 18:36,155,129.17,25.83,Next,Completed,POS3,2,Cash,Staff4,0,MEM00000,CONF10634,GBP,2.9,Visa,Returning Customer,N/A,London,0,Eligible,2
8764,Shopify,PMT8134,10/09/2024 18:42,172.49,143.74,28.75,Next,Completed,POS2,2,Online,Staff3,5,MEM24961,CONF10288,GBP,3.44,Discover,Member,N/A,London,14,Eligible,2
8765,Shopify,PMT6018,10/09/2024 18:51,224.97,187.47,37.5,Next,Completed,POS3,4,Cash,Staff4,0,MEM00000,CONF56995,GBP,4.69,Amex,Returning Customer,N/A,London,0,Eligible,2
8766,Shopify,PMT6517,10/09/2024 18:57,156.98,130.82,26.16,Next,Completed,POS1,4,Debit Card,Staff1,0,MEM00000,CONF97605,GBP,3.15,Visa,New Customer,CARD9563,London,0,Eligible,2
8767,Braintree,PMT5167,10/09/2024 19:06,256.98,214.15,42.83,Next,Completed,POS1,4,Credit Card,Staff1,0,MEM00000,CONF78394,GBP,5.61,MasterCard,New Customer,CARD1625,London,0,Eligible,2
8768,Braintree,PMT7307,10/09/2024 19:11,337.98,281.65,56.33,Next,Completed,POS1,4,Cash,Staff4,0,MEM50139,CONF42843,GBP,6.78,Amex,Member,N/A,London,28,Eligible,2
8769,WorldPay,PMT3103,10/09/2024 19:20,140,116.67,23.33,Next,Completed,POS1,2,Credit Card,Staff1,0,MEM00000,CONF91242,GBP,3.99,Amex,New Customer,CARD2002,London,0,Eligible,2
8770,Shopify,PMT6977,10/09/2024 19:27,402.48,335.4,67.08,Next,Completed,POS2,4,Cash,Staff1,0,MEM36494,CONF71739,GBP,11.9,Amex,Member,N/A,London,33,Eligible,2
8771,WorldPay,PMT1216,10/09/2024 19:35,359.99,299.99,60,Next,Completed,POS1,4,Cash,Staff4,5,MEM30922,CONF64425,GBP,7.35,Visa,Member,N/A,London,29,Eligible,2
8772,WorldPay,PMT6969,10/09/2024 19:45,214.96,179.13,35.83,Next,Completed,POS1,4,Cash,Staff2,0,MEM00000,CONF41907,GBP,3.67,Amex,New Customer,N/A,London,0,Eligible,2
8773,WorldPay,PMT4604,10/09/2024 19:54,55,45.83,9.17,Next,Completed,POS3,1,Credit Card,Staff1,0,MEM00000,CONF17030,GBP,0.72,Visa,New Customer,CARD4831,London,0,Eligible,2
8774,Shopify,PMT1509,10/09/2024 19:59,85.99,71.66,14.33,Next,Completed,POS3,2,Debit Card,Staff3,0,MEM00000,CONF43046,GBP,1.45,Visa,New Customer,CARD5087,London,0,Eligible,2
8775,Shopify,PMT6900,10/09/2024 20:08,145.99,121.66,24.33,Next,Completed,POS1,3,Cash,Staff3,0,MEM00000,CONF11935,GBP,1.6,Visa,Returning Customer,N/A,London,0,Eligible,2
8776,Shopify,PMT3627,10/09/2024 20:16,245,204.17,40.83,Next,Completed,POS1,3,Cash,Staff3,0,MEM00000,CONF81405,GBP,4.93,Discover,New Customer,N/A,London,0,Eligible,2
8777,WorldPay,PMT1409,10/09/2024 20:23,70.99,59.16,11.83,Next,Completed,POS1,3,Cash,Staff4,0,MEM00000,CONF95801,GBP,1.38,Amex,Returning Customer,N/A,London,0,Eligible,2
8778,Braintree,PMT1479,10/09/2024 20:28,247.49,206.24,41.25,Next,Completed,POS2,4,Credit Card,Staff1,0,MEM00000,CONF98070,GBP,2.74,Amex,New Customer,CARD3403,London,0,Eligible,2
8779,Shopify,PMT9717,10/09/2024 20:34,165.99,138.33,27.66,Next,Completed,POS1,3,Cash,Staff2,0,MEM00000,CONF77898,GBP,4.7,Visa,New Customer,N/A,London,0,Eligible,2
8780,WorldPay,PMT3466,10/09/2024 20:41,90.99,75.83,15.16,Next,Completed,POS1,2,Cash,Staff1,0,MEM00000,CONF58553,GBP,2.57,Visa,New Customer,N/A,London,0,Eligible,2
8781,WorldPay,PMT4497,10/09/2024 20:47,159.99,133.33,26.66,Next,Completed,POS2,2,Cash,Staff4,0,MEM00000,CONF12096,GBP,3.36,Visa,New Customer,N/A,London,0,Eligible,2
8782,WorldPay,PMT6806,10/09/2024 20:52,225.97,188.31,37.66,Next,Completed,POS2,4,Cash,Staff3,15,MEM86140,CONF32773,GBP,2.53,Amex,Member,N/A,London,18,Eligible,2
8783,Shopify,PMT2089,10/09/2024 20:59,150.99,125.83,25.16,Next,Completed,POS3,3,Debit Card,Staff2,0,MEM00000,CONF32343,GBP,4.09,Discover,New Customer,CARD5568,London,0,Eligible,2
8784,Braintree,PMT5479,10/09/2024 21:06,196.98,164.15,32.83,Next,Completed,POS3,3,Credit Card,Staff3,0,MEM00000,CONF70653,GBP,2.51,Discover,New Customer,CARD5265,London,0,Eligible,2
8785,Shopify,PMT5092,10/09/2024 21:13,60,50,10,Next,Completed,POS2,1,Debit Card,Staff3,0,MEM00000,CONF47802,GBP,1.23,Discover,New Customer,CARD9068,London,0,Eligible,2
8786,Shopify,PMT4529,10/09/2024 21:23,370,308.33,61.67,Next,Completed,POS1,3,Credit Card,Staff1,15,MEM53072,CONF87555,GBP,4.88,Visa,Member,CARD4934,London,30,Eligible,2
8787,Shopify,PMT8584,10/09/2024 21:32,179.46,149.55,29.91,Next,Completed,POS3,4,Online,Staff4,0,MEM00000,CONF13553,GBP,3.9,Visa,Returning Customer,N/A,London,0,Eligible,2
8788,Shopify,PMT7582,10/09/2024 21:41,50.99,42.49,8.5,Next,Completed,POS1,2,Online,Staff4,0,MEM95148,CONF15730,GBP,1.41,Discover,Member,N/A,London,4,Eligible,2
8789,Braintree,PMT2615,10/09/2024 21:49,150,125,25,Next,Cancelled,POS1,1,Cash,Staff2,15,MEM75632,CONF13195,GBP,2,Visa,Member,N/A,London,12,Eligible,2
8790,Shopify,PMT2526,10/09/2024 21:58,25.99,21.66,4.33,Next,Completed,POS3,1,Credit Card,Staff3,0,MEM00000,CONF81161,GBP,0.66,Visa,New Customer,CARD7611,London,0,Eligible,2
8791,Braintree,PMT6539,10/09/2024 22:08,71.98,59.98,12,Next,Completed,POS3,2,Cash,Staff1,0,MEM00000,CONF21053,GBP,0.86,Discover,New Customer,N/A,London,0,Eligible,2
8792,Braintree,PMT3675,10/09/2024 22:16,73.98,61.65,12.33,Next,Completed,POS3,2,Cash,Staff3,0,MEM71798,CONF41038,GBP,2.01,Visa,Member,N/A,London,6,Eligible,2
8793,WorldPay,PMT2482,10/09/2024 22:26,55,45.83,9.17,Next,Completed,POS3,1,Cash,Staff2,0,MEM00000,CONF21493,GBP,1.37,Visa,New Customer,N/A,London,0,Eligible,2
8794,Braintree,PMT2360,10/09/2024 22:32,192.99,160.83,32.16,Next,Completed,POS3,2,Cash,Staff4,0,MEM00000,CONF81035,GBP,2.75,Amex,New Customer,N/A,London,0,Eligible,2
8795,WorldPay,PMT2506,10/09/2024 22:38,83.48,69.57,13.91,Next,Completed,POS3,3,Cash,Staff3,0,MEM00000,CONF88145,GBP,1.52,Visa,New Customer,N/A,London,0,Eligible,2
8796,WorldPay,PMT8355,10/09/2024 22:44,235,195.83,39.17,Next,Completed,POS1,4,Credit Card,Staff2,0,MEM00000,CONF95890,GBP,6.37,Amex,New Customer,CARD5230,London,0,Eligible,2
8797,Braintree,PMT2238,10/09/2024 22:53,191.98,159.98,32,Next,Completed,POS3,3,Credit Card,Staff4,0,MEM00000,CONF50022,GBP,3.73,Amex,New Customer,CARD2028,London,0,Eligible,2
8798,Shopify,PMT4457,11/09/2024 09:00,215,179.17,35.83,Next,Completed,POS1,3,Credit Card,Staff4,0,MEM14530,CONF42623,GBP,5.95,Discover,Member,CARD7138,London,17,Eligible,3
8799,WorldPay,PMT5348,11/09/2024 09:22,77.99,64.99,13,Next,Completed,POS1,2,Credit Card,Staff4,0,MEM00000,CONF96064,GBP,1.41,MasterCard,New Customer,CARD8163,London,0,Eligible,3
8800,Braintree,PMT5497,11/09/2024 09:45,130,108.33,21.67,Next,Completed,POS3,3,Credit Card,Staff2,15,MEM56414,CONF29561,GBP,1.57,MasterCard,Member,CARD7458,London,10,Eligible,3
8801,WorldPay,PMT8033,11/09/2024 10:04,225.99,188.33,37.66,Next,Completed,POS1,3,Credit Card,Staff1,0,MEM00000,CONF22683,GBP,5.8,Visa,New Customer,CARD9408,London,0,Eligible,3
8802,Braintree,PMT1521,11/09/2024 10:24,140.99,117.49,23.5,Next,Completed,POS2,3,Cash,Staff1,0,MEM00000,CONF81505,GBP,3.76,MasterCard,New Customer,N/A,London,0,Eligible,3
8803,WorldPay,PMT5327,11/09/2024 10:40,260.99,217.49,43.5,Next,Completed,POS3,4,Cash,Staff1,0,MEM00000,CONF34489,GBP,4.56,Amex,New Customer,N/A,London,0,Eligible,3
8804,WorldPay,PMT1867,11/09/2024 10:56,224.99,187.49,37.5,Next,Completed,POS1,4,Credit Card,Staff3,0,MEM00000,CONF44233,GBP,3.75,MasterCard,New Customer,CARD8048,London,0,Eligible,3
8805,WorldPay,PMT2324,11/09/2024 11:17,201.98,168.32,33.66,Next,Completed,POS2,4,Credit Card,Staff2,0,MEM00000,CONF91469,GBP,3.75,Discover,New Customer,CARD9046,London,0,Eligible,3
8806,Shopify,PMT7689,11/09/2024 11:33,150,125,25,Next,Completed,POS1,1,Cash,Staff2,0,MEM00000,CONF43314,GBP,2.38,Visa,New Customer,N/A,London,0,Eligible,3
8807,Braintree,PMT1570,11/09/2024 12:02,174.99,145.83,29.16,Next,Completed,POS2,2,Cash,Staff2,0,MEM00000,CONF99398,GBP,5.12,MasterCard,Returning Customer,N/A,London,0,Eligible,3
8808,Shopify,PMT6290,11/09/2024 12:12,120,100,20,Next,Completed,POS2,1,Debit Card,Staff2,0,MEM00000,CONF93131,GBP,1.9,MasterCard,New Customer,CARD3703,London,0,Eligible,3
8809,Braintree,PMT8687,11/09/2024 12:25,130,108.33,21.67,Next,Completed,POS1,1,Online,Staff2,0,MEM00000,CONF18208,GBP,2.52,Amex,New Customer,N/A,London,0,Eligible,3
8810,WorldPay,PMT5801,11/09/2024 12:40,292.99,244.16,48.83,Next,Completed,POS2,4,Cash,Staff2,0,MEM00000,CONF60326,GBP,3.7,Discover,New Customer,N/A,London,0,Eligible,3
8811,Braintree,PMT5624,11/09/2024 12:53,219.99,183.33,36.66,Next,Completed,POS3,2,Debit Card,Staff4,0,MEM00000,CONF58328,GBP,6.37,Amex,New Customer,CARD9082,London,0,Eligible,3
8812,WorldPay,PMT8225,11/09/2024 13:07,307.99,256.66,51.33,Next,Completed,POS2,4,Cash,Staff3,0,MEM00000,CONF13846,GBP,7.41,Discover,Returning Customer,N/A,London,0,Eligible,3
8813,Shopify,PMT9751,11/09/2024 13:22,75,62.5,12.5,Next,Completed,POS3,1,Debit Card,Staff1,15,MEM79145,CONF19224,GBP,0.79,Visa,Member,CARD7249,London,6,Eligible,3
8814,Braintree,PMT1331,11/09/2024 13:32,150,125,25,Next,Completed,POS1,1,Credit Card,Staff4,0,MEM29181,CONF72894,GBP,4.46,Discover,Member,CARD9733,London,12,Eligible,3
8815,Shopify,PMT2118,11/09/2024 13:43,400,333.33,66.67,Next,Cancelled,POS3,4,Cash,Staff1,0,MEM00000,CONF26200,GBP,8.91,MasterCard,New Customer,N/A,London,0,Eligible,3
8816,Braintree,PMT6404,11/09/2024 13:53,265.98,221.65,44.33,Next,Completed,POS2,3,Cash,Staff2,0,MEM00000,CONF65876,GBP,4.46,Visa,Returning Customer,N/A,London,0,Eligible,3
8817,Shopify,PMT8597,11/09/2024 14:04,117.49,97.91,19.58,Next,Completed,POS2,3,Cash,Staff1,0,MEM00000,CONF11332,GBP,2.65,Visa,New Customer,N/A,London,0,Eligible,3
8818,WorldPay,PMT9124,11/09/2024 14:18,20,16.67,3.33,Next,Completed,POS3,1,Credit Card,Staff3,0,MEM00000,CONF84239,GBP,0.42,MasterCard,New Customer,CARD8764,London,0,Eligible,3
8819,WorldPay,PMT2062,11/09/2024 14:32,303.48,252.9,50.58,Next,Cancelled,POS2,4,Debit Card,Staff1,0,MEM00000,CONF96534,GBP,9.08,MasterCard,New Customer,CARD8671,London,0,Eligible,3
8820,WorldPay,PMT3877,11/09/2024 14:44,190,158.33,31.67,Next,Completed,POS1,2,Cash,Staff2,15,MEM53080,CONF63321,GBP,4.89,Amex,Member,N/A,London,15,Eligible,3
8821,Shopify,PMT9215,11/09/2024 14:56,75,62.5,12.5,Next,Completed,POS1,1,Cash,Staff1,10,MEM29211,CONF92422,GBP,1.75,Discover,Member,N/A,London,6,Eligible,3
8822,Braintree,PMT2586,11/09/2024 15:11,230.99,192.49,38.5,Next,Completed,POS2,3,Debit Card,Staff2,15,MEM82659,CONF63805,GBP,6.78,Amex,Member,CARD7950,London,19,Eligible,3
8823,Braintree,PMT6819,11/09/2024 15:23,172.49,143.74,28.75,Next,Completed,POS1,2,Credit Card,Staff2,0,MEM00000,CONF65371,GBP,4.2,Amex,New Customer,CARD3593,London,0,Eligible,3
8824,Braintree,PMT8626,11/09/2024 15:35,22.49,18.74,3.75,Next,Completed,POS1,1,Debit Card,Staff1,0,MEM00000,CONF96639,GBP,0.55,MasterCard,New Customer,CARD9123,London,0,Eligible,3
8825,Shopify,PMT5826,11/09/2024 15:47,130,108.33,21.67,Next,Completed,POS1,1,Online,Staff4,0,MEM00000,CONF36513,GBP,1.68,Visa,Returning Customer,N/A,London,0,Eligible,3
8826,Braintree,PMT1758,11/09/2024 15:57,120,100,20,Next,Completed,POS2,1,Credit Card,Staff2,0,MEM00000,CONF26427,GBP,3.37,MasterCard,New Customer,CARD7629,London,0,Eligible,3
8827,Shopify,PMT9540,11/09/2024 16:08,165,137.5,27.5,Next,Cancelled,POS3,2,Credit Card,Staff3,0,MEM00000,CONF62994,GBP,4.69,Amex,New Customer,CARD3633,London,0,Eligible,3
8828,WorldPay,PMT7097,11/09/2024 16:21,150,125,25,Next,Cancelled,POS1,1,Credit Card,Staff4,5,MEM19590,CONF48613,GBP,3.05,Amex,Member,CARD2236,London,12,Eligible,3
8829,Braintree,PMT1298,11/09/2024 16:31,42.99,35.83,7.16,Next,Completed,POS2,1,Credit Card,Staff2,0,MEM74794,CONF55085,GBP,1.02,Visa,Member,CARD1407,London,3,Eligible,3
8830,Shopify,PMT8288,11/09/2024 16:46,96.47,80.39,16.08,Next,Completed,POS3,3,Cash,Staff1,0,MEM00000,CONF22650,GBP,1.57,Amex,Returning Customer,N/A,London,0,Eligible,3
